"","x"
"1",0.00327059619173449
"2",0.00213414104864475
"3",0.00722740707548472
"4",0.00662983133307684
"5",0.00223787337069741
"6",0.00982591112826901
"7",0.00434982494728934
"8",0.0021748765812985
"9",0.00354067401634007
"10",0.0116301171951211
"11",0.0156090598911331
"12",0.00377918231244689
"13",0.00424593559993845
"14",0.0158294046167274
"15",0.00499776206524301
"16",0.00603091491095257
"17",0.0151830478157212
"18",0.0117123823859101
"19",0.00567715175652611
"20",0.00248518184340569
"21",0.0105273292241022
"22",0.0119520362092867
"23",0.016025178759531
"24",0.00290171152948438
"25",0.00288334321294123
"26",0.00261560161622984
"27",0.00997661500884385
"28",0.0166802351573584
"29",0.00647389428851834
"30",0.0210906754712333
"31",0.0123303791891578
"32",0.00338911369125369
"33",0.00147940779640343
"34",0.00794806580805514
"35",0.00720620773205061
"36",0.00624952741527085
"37",0.00600122008379767
"38",0.00316222847467622
"39",0.010298054816406
"40",0.00495684809408466
"41",0.00703779781580485
"42",0.00372584643958676
"43",0.0206909611796796
"44",0.0095940487564053
"45",0.0117583635434513
"46",0.00340988115314977
"47",0.00417870770198862
"48",0.0146318232396166
"49",0.00452801379073639
"50",0.0148038911509959
"51",0.00308474223495029
"52",0.00881801552232839
"53",0.00790145487029907
"54",0.00293709980473479
"55",0.0210897755001777
"56",0.00624107476398329
"57",0.00505473902012376
"58",0.00692025089613866
"59",0.0046394677126843
"60",0.0173103386454803
"61",0.00594278119418878
"62",0.00835453430738019
"63",0.0074165204352335
"64",0.00289938650668694
"65",0.00284287571733714
"66",0.0108853144174689
"67",0.00368311919652452
"68",0.0025045611209632
"69",0.00417946462397932
"70",0.00155104534594143
"71",0.00594086385074049
"72",0.00653449820019229
"73",0.00417149944958243
"74",0.0348801761856808
"75",0.00268179855586106
"76",0.00637114818286451
"77",0.00226899209708104
"78",0.00433429724772901
"79",0.00669897289793922
"80",0.0209586041605922
"81",0.00873295934968811
"82",0.0170324075203887
"83",0.00748669738404565
"84",0.00723186095232774
"85",0.0108937072853372
"86",0.00130970111045637
"87",0.0103129113172013
"88",0.00668818864192346
"89",0.0163722771799743
"90",0.000848394958707305
"91",0.00708078645525157
"92",0.0094881082405158
"93",0.00668844916849495
"94",0.00687745165339033
"95",0.0114401775158351
"96",0.00181357850023673
"97",0.00691235668326255
"98",0.00447650731956335
"99",0.123528627435315
"100",0.108609154227156
