"","x"
"1",0.00281681435166015
"2",0.00809300795947348
"3",0.00791867307198567
"4",0.00526337710294063
"5",0.0109859854405847
"6",0.0111475353767627
"7",0.0211588013023458
"8",0.0174645546070806
"9",0.00936295942000967
"10",0.00951583589711841
"11",0.00496489152319335
"12",0.00121529725192171
"13",0.0094151442760634
"14",0.00243777039923216
"15",0.00544208127323384
"16",0.00585434311983821
"17",0.00568417240390078
"18",0.00719064530540201
"19",0.00420259680002503
"20",0.00957574501123727
"21",0.00333621327354905
"22",0.00657961666979517
"23",0.0154126604413676
"24",0.00950309690402966
"25",0.0041418923704704
"26",0.00765761457183239
"27",0.00943816076080489
"28",0.00343107182782541
"29",0.00579391048107705
"30",0.00915496508528954
"31",0.00540231447734835
"32",0.0091113746659515
"33",0.0127490776800251
"34",0.0082557825919861
"35",0.00050706588456914
"36",0.0052908774202127
"37",0.00241888081549269
"38",0.0214413818547759
"39",0.0098581160509591
"40",0.00963649079832927
"41",0.0186736572266018
"42",0.012518026534538
"43",0.0108906886791631
"44",0.00545654688044681
"45",0.0116947143900517
"46",0.00512858947791547
"47",0.0167804976833795
"48",0.0088101067718976
"49",0.00580521931851349
"50",0.00665820461123283
"51",0.00105164803019
"52",0.00179561896090699
"53",0.0100106016044615
"54",0.00360448170349308
"55",0.00307485004872101
"56",0.00997463314567961
"57",0.00353761669644599
"58",0.000766411803175629
"59",0.00240650080493777
"60",0.0106431349443798
"61",0.0127323736216565
"62",0.00491573191648893
"63",0.00430746881195517
"64",0.00732364719811884
"65",0.0133217409305068
"66",0.00251148264426997
"67",0.00286670348444811
"68",0.00355471146311582
"69",0.00266402486572322
"70",0.00371859754668646
"71",0.00889027359255942
"72",0.0032399114876769
"73",0.0048417290449506
"74",0.033167058483666
"75",0.0241114564310163
"76",0.0067285849338243
"77",0.00496107686244877
"78",0.00826708310849293
"79",0.00692221168403262
"80",0.00338246407905919
"81",0.00972068379508475
"82",0.00502651499635391
"83",0.00396111465713534
"84",0.00350881502342218
"85",0.00308105657019006
"86",0.00191841356216661
"87",0.00793854915715174
"88",0.00110788936576672
"89",0.00397709060672265
"90",0.0291076302696911
"91",0.00708304409759627
"92",0.0294707407093964
"93",0.014871892015275
"94",0.00637156280227134
"95",0.00413978875346097
"96",0.00272328846022565
"97",0.0052671453687397
"98",0.044325926122792
"99",0.0898982586531688
"100",0.0959597169868596
