"","x"
"1",0.0116235932486198
"2",0.00129819299011757
"3",0.00443713200286413
"4",0.00195622953650469
"5",0.0052166688935366
"6",0.00835801835984299
"7",0.011624265902854
"8",0.00515781480232662
"9",0.00391816990322386
"10",0.00655166105749504
"11",0.00396691302890011
"12",0.0134298101415556
"13",0.00134472488792347
"14",0.00511375843353773
"15",0.00628720127010743
"16",0.0238122887746032
"17",0.0113284182075747
"18",0.00841213535823897
"19",0.00306625302457953
"20",0.017947811858912
"21",0.00774941069309852
"22",0.014136227154903
"23",0.0164171673053028
"24",0.00588372031888995
"25",0.0178887982678879
"26",0.00917857055647354
"27",0.00577084319671015
"28",0.00715002918486649
"29",0.00356897828307899
"30",0.0104505068175095
"31",0.00701764302962245
"32",0.00779015775259511
"33",0.00154557946027441
"34",0.00510333411545109
"35",0.00522722468061134
"36",0.00545856885125835
"37",0.00882019330777401
"38",0.00702237913048173
"39",0.00167772093388214
"40",0.0127539110796681
"41",0.00187292107858857
"42",0.0113216285438059
"43",0.00748523690588467
"44",0.0027786866474802
"45",0.00519704000783196
"46",0.00892558925511629
"47",0.00143086565979427
"48",0.0189886669475136
"49",0.00219093783838581
"50",0.00969391680700883
"51",0.00514459201514761
"52",0.00263246188988361
"53",0.001561040786759
"54",0.00586133026329991
"55",0.00623208405970337
"56",0.00749211401508679
"57",0.00233671831313172
"58",0.0219650650028522
"59",0.00575326615027855
"60",0.0123199006380658
"61",0.0171616186317313
"62",0.00627443533917359
"63",0.00796018305494616
"64",0.0116059233729317
"65",0.00244685359188256
"66",0.00405304246940819
"67",0.011351508496853
"68",0.00704452491509394
"69",0.0059749946180793
"70",0.00568995074169814
"71",0.0164000591606409
"72",0.00658330428059001
"73",0.00853067437463523
"74",0.00957506546634976
"75",0.0108052019232448
"76",0.0140422052180477
"77",0.00919862523141364
"78",0.00664449235896286
"79",0.0138025721540705
"80",0.00990940813362823
"81",0.00329455450828662
"82",0.00697606124446409
"83",0.00747275007164661
"84",0.0101917394410322
"85",0.00299183545743875
"86",0.00149076181348919
"87",0.00761388854700193
"88",0.0185990152101052
"89",0.00294663010251676
"90",0.00384401477888455
"91",0.0118029411643507
"92",0.00759825060619043
"93",0.00592449820522622
"94",0.00443720559828545
"95",0.00434721739868702
"96",0.00811867154001267
"97",0.0107163337691531
"98",0.016769300906199
"99",0.118203365826676
"100",0.104960231647696
