"","x"
"1",0.00701914146973335
"2",0.0084332455144297
"3",0.00400105929210044
"4",0.00380593763286097
"5",0.00280259213575875
"6",0.0034788828774543
"7",0.00559948217774168
"8",0.00865256360549725
"9",0.0072318492297359
"10",0.00742604671239035
"11",0.0134992200045691
"12",0.00996373381068522
"13",0.00889340036295307
"14",0.00492347891662983
"15",0.00408470027040319
"16",0.0154162268284751
"17",0.0673628499874941
"18",0.00652079546735188
"19",0.00453725827169759
"20",0.00319460878563985
"21",0.0063858244457697
"22",0.0103087817315435
"23",0.00670638873287895
"24",0.00849612366724165
"25",0.00473244984933302
"26",0.00293731285896263
"27",0.00316541616949123
"28",0.010188901104152
"29",0.003649618653339
"30",0.0104321159041515
"31",0.00464546974880152
"32",0.00225786784281051
"33",0.00127015953262056
"34",0.00578826599149791
"35",0.0036674915230745
"36",0.00484653545915826
"37",0.0100871959533174
"38",0.0110258346412572
"39",0.0157828737152232
"40",0.00464360884069732
"41",0.00628142657882375
"42",0.00673150458398914
"43",0.0147771291487253
"44",0.016446955408218
"45",0.00717786467786635
"46",0.00570969226859503
"47",0.00681645781796131
"48",0.00697469659308039
"49",0.00563155792770519
"50",0.00339477903266445
"51",0.00700460594873986
"52",0.00967270281510311
"53",0.00621462941489842
"54",0.00505102416282346
"55",0.00363950543581499
"56",0.0139553295029618
"57",0.0030213727071175
"58",0.00360781651327067
"59",0.00456900052911694
"60",0.0126094440594484
"61",0.00209041742163018
"62",0.012710059341546
"63",0.00211937667537372
"64",0.00205954522701488
"65",0.00682843213519784
"66",0.00348481592455797
"67",0.00963215951247988
"68",0.0100671235425021
"69",0.00950234635376622
"70",0.00798718836305633
"71",0.00705829080444518
"72",0.00440284275491526
"73",0.00300342381941987
"74",0.005550397199186
"75",0.00395559639858074
"76",0.0297204248723818
"77",0.00753327670160635
"78",0.00149918289277332
"79",0.00281930798302468
"80",0.034416215059893
"81",0.00304669128037473
"82",0.00376730663451948
"83",0.00289938003164284
"84",0.0053374409280176
"85",0.0068240535775236
"86",0.00298916967530346
"87",0.0138655859397521
"88",0.00395935531106595
"89",0.00733128131517279
"90",0.0140898876961801
"91",0.00201803601154903
"92",0.00426015155603817
"93",0.0100252844336409
"94",0.0257323182488931
"95",0.00350172322416526
"96",0.007736631642995
"97",0.0170828208018296
"98",0.00464583294706574
"99",0.103576762341722
"100",0.11371705857335
