"","x"
"1",0.00400619234379982
"2",0.00418709615938247
"3",0.0074239790218922
"4",0.00996396285252533
"5",0.00573847904028503
"6",0.00286517528185763
"7",0.0114286606693724
"8",0.00534473416462236
"9",0.00499749384675522
"10",0.00856646922030983
"11",0.00235799389311795
"12",0.00161565596306952
"13",0.012687727358112
"14",0.0108987299452501
"15",0.00378571447535356
"16",0.00548135941988552
"17",0.00839437845461695
"18",0.00787045868947554
"19",0.00342161872130079
"20",0.00497125058329651
"21",0.00253191240585861
"22",0.00503968938074802
"23",0.00275537876817999
"24",0.00509272028618367
"25",0.00815779253827003
"26",0.00461087048520018
"27",0.00792272189195358
"28",0.00519613476820409
"29",0.00294852907998083
"30",0.0941460492960583
"31",0.0184639143522502
"32",0.00106983476118482
"33",0.00600945897478382
"34",0.0052421947543842
"35",0.00478700776363985
"36",0.00436813200850879
"37",0.0013957645231432
"38",0.000974218487327359
"39",0.0257405108165402
"40",0.00695859326251677
"41",0.00825399827767078
"42",0.00745906665882381
"43",0.00355192264013762
"44",0.00808499516333968
"45",0.00185605514515879
"46",0.00938107556915044
"47",0.00174869171695206
"48",0.00837127920743524
"49",0.00393253751638417
"50",0.00356655911312313
"51",0.00580584241505367
"52",0.00446752664772468
"53",0.0124321979765711
"54",0.00420265578889357
"55",0.0067075398296785
"56",0.00363903943452969
"57",0.00117497287493892
"58",0.00801549905235732
"59",0.00789994435225996
"60",0.00556903646451432
"61",0.00315831801007
"62",0.0159203463161281
"63",0.0119437629927935
"64",0.0080253696616068
"65",0.0205215319144766
"66",0.0129103787507862
"67",0.00494689442117738
"68",0.0115243661400172
"69",0.004611983153254
"70",0.00569768686041094
"71",0.0134839657461084
"72",0.00643550638741632
"73",0.0087069578128773
"74",0.0108205955855854
"75",0.00940945476316759
"76",0.0177681016829608
"77",0.00779189205415141
"78",0.00205091353262925
"79",0.00595766639030803
"80",0.0156771600108569
"81",0.00531746851209032
"82",0.00887191933252097
"83",0.00802105263288012
"84",0.00541411655940694
"85",0.00439469401382095
"86",0.0111828704193393
"87",0.00476182287716176
"88",0.00767812775204234
"89",0.00168444919540231
"90",0.00489655438609274
"91",0.00507047502060041
"92",0.00694905496829184
"93",0.0110332067080125
"94",0.00972504077524354
"95",0.00371335940142949
"96",0.0229228061824162
"97",0.00704333601474431
"98",0.0158367500040466
"99",0.106259442773369
"100",0.0963216057304116
