"","x"
"1",0.0030956101425269
"2",0.00511109696171637
"3",0.00617307541651406
"4",0.00864639303877932
"5",0.0103953853689277
"6",0.00716358114965936
"7",0.00610062788510341
"8",0.00564984916658259
"9",0.00922856344697007
"10",0.00468151079400564
"11",0.0067957429036006
"12",0.0076301115861332
"13",0.00325051901253463
"14",0.00316679185422209
"15",0.00178832851574809
"16",0.00586537301683324
"17",0.00399001767690425
"18",0.00944853365093675
"19",0.0139345786984664
"20",0.00494957837672038
"21",0.00999925818689878
"22",0.00801267696441667
"23",0.00371705762657325
"24",0.00702881059044498
"25",0.00734136874029653
"26",0.00960236173311427
"27",0.00607543661930905
"28",0.0107182818338232
"29",0.00518075595361967
"30",0.0486001906869372
"31",0.0117231477985123
"32",0.00806173368559092
"33",0.00466555673395487
"34",0.00923269217620635
"35",0.0058441547028977
"36",0.00438385468085115
"37",0.0082018622752814
"38",0.00402632543598303
"39",0.00659853833050016
"40",0.0039733605832135
"41",0.00728909537077571
"42",0.012658565593748
"43",0.0091278983036302
"44",0.00852768607305057
"45",0.0115180280389523
"46",0.00309391973197127
"47",0.00297765978454984
"48",0.00596053811830896
"49",0.006673190141461
"50",0.00329632707749893
"51",0.00314769165915501
"52",0.00191057866993089
"53",0.00630991558787299
"54",0.00772844753272551
"55",0.00748056419428871
"56",0.00445326016985801
"57",0.00451294534884535
"58",0.00964067072424176
"59",0.00712361923777475
"60",0.00256364292938575
"61",0.00675246476726608
"62",0.00516415581906021
"63",0.00918011728886585
"64",0.0126685754343034
"65",0.0103835929857988
"66",0.007047069960988
"67",0.00905105426907773
"68",0.00225905771341342
"69",0.00689494454541289
"70",0.00443331958368425
"71",0.0045271591055443
"72",0.0147391035711092
"73",0.00608650659094071
"74",0.0736633843619139
"75",0.0138947889518822
"76",0.00195796159472335
"77",0.00372654900455181
"78",0.00822417832992239
"79",0.00475715862022746
"80",0.00969672409508937
"81",0.00240169043207243
"82",0.00304625851808034
"83",0.00864061863744147
"84",0.00382616836957679
"85",0.00191869713689053
"86",0.00662901747665209
"87",0.00254700692069335
"88",0.0132916782003087
"89",0.00659498109789018
"90",0.00333664847130555
"91",0.0107289695749004
"92",0.0051313658649992
"93",0.00821779155925263
"94",0.00356669088211393
"95",0.00546567724762
"96",0.0178675741306581
"97",0.00733443864392683
"98",0.0261877210082371
"99",0.106502820645318
"100",0.105609380298951
