"","x"
"1",0.00960664345536573
"2",0.0108963205135205
"3",0.00448064720056563
"4",0.0143651346336433
"5",0.000661758377958665
"6",0.00196011804858246
"7",0.0103501817670657
"8",0.0041681598367988
"9",0.00233347624538117
"10",0.00872434060250763
"11",0.00849483984838629
"12",0.00915719408015796
"13",0.010219961638121
"14",0.00223571032189913
"15",0.00747728211177986
"16",0.0154512629236741
"17",0.00321949625393927
"18",0.00307806353283141
"19",0.00377824358739357
"20",0.0170138338273921
"21",0.0222932643184551
"22",0.00912183279870451
"23",0.0092190125416884
"24",0.00647712219507189
"25",0.00980222952702505
"26",0.00713415171783816
"27",0.00154904456758277
"28",0.00792359437556341
"29",0.0044575281565845
"30",0.00766323291015007
"31",0.00832928959973245
"32",0.00359361174701633
"33",0.00314864955920403
"34",0.00664841435991842
"35",0.00369438593352387
"36",0.00664191830356869
"37",0.00231679094576412
"38",0.0256530199954917
"39",0.0160739605616851
"40",0.0040590093526092
"41",0.0148431757623302
"42",0.0130044874570902
"43",0.00157954370819301
"44",0.00175359310299939
"45",0.00347289483393663
"46",0.00782340556842974
"47",0.0150919697626179
"48",0.00456574402427365
"49",0.00121737317569393
"50",0.00371053290010136
"51",0.00349555656296631
"52",0.00707069868467895
"53",0.00774182376477729
"54",0.0180162979247835
"55",0.00116823034985521
"56",0.00284930372549297
"57",0.00435867798843447
"58",0.00694574528821986
"59",0.00302865743078766
"60",0.00356133177225938
"61",0.0119842946857959
"62",0.0124288883734894
"63",0.0129039688592267
"64",0.00558787833719189
"65",0.00821665712749807
"66",0.0114538973575461
"67",0.00820661472732736
"68",0.0094335612062177
"69",0.00785077082293214
"70",0.0116597288246849
"71",0.0143169631565425
"72",0.0161264112747519
"73",0.0036684768550111
"74",0.00771159095161923
"75",0.00240286197416173
"76",0.0213359475233438
"77",0.00480066843449422
"78",0.00274159653081414
"79",0.0181468508869833
"80",0.00640141707413025
"81",0.00520750148946278
"82",0.0115316334042555
"83",0.0119200557111588
"84",0.00199392896140244
"85",0.0226701068122593
"86",0.00871976681740292
"87",0.0110839603639688
"88",0.021076373304143
"89",0.00856121256506525
"90",0.0124426595535113
"91",0.00308031525065841
"92",0.00477276634923999
"93",0.0115881138713037
"94",0.00974864353294883
"95",0.00794797918965983
"96",0.0042863761007126
"97",0.00321580535878884
"98",0.0166195608589721
"99",0.0834762344017518
"100",0.103906185057508
